Star: J0954;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
      0.450      265.0      9.7370    -30.4732     -3.0470
      0.450      270.0     10.1302    -24.8400     -0.9948
      0.450      275.0     10.5341    -19.1509      1.0824
      0.450      280.0     10.9261    -13.5304      3.1297
      0.450      285.0     11.2708     -8.1243      5.0770
      0.450      290.0     11.5435     -3.0446      6.8720
      0.450      295.0     11.7502      1.6015      8.4847
      0.450      300.0     11.9087      5.6836      9.8861
      0.450      305.0     12.0328      9.1177     11.0586
      0.450      310.0     12.1343     11.8925     12.0069
      0.450      315.0     12.2228     14.0418     12.7481
      0.450      320.0     12.3046     15.6233     13.3049
      0.450      325.0     12.3836     16.7203     13.7061
      0.450      330.0     12.4598     17.4418     13.9865
      0.450      335.0     12.5291     17.9025     14.1796
      0.450      340.0     12.5864     18.1954     14.3113
      0.450      345.0     12.6300     18.3847     14.4009
      0.450      350.0     12.6614     18.5106     14.4621
      0.450      355.0     12.6827     18.5958     14.5036
      0.450      360.0     12.6955     18.6511     14.5298
      0.450      365.0     12.7020     18.6795     14.5432
      0.450      370.0     12.7028     18.6824     14.5446
      0.450      375.0     12.7028     18.6824     14.5446
      0.450      380.0     12.7028     18.6824     14.5446
      0.450      385.0     12.7028     18.6823     14.5446
      0.450      390.0     12.7028     18.6823     14.5446
      0.450      395.0     12.7028     18.6823     14.5446
      0.450      400.0     12.7028     18.6823     14.5446
      0.455      200.0         NaN        -Inf        -Inf
      0.455      205.0     -4.7408   -333.4907   -108.9072
      0.455      210.0     -3.2613   -213.8954    -70.0011
      0.455      215.0     -2.1592   -200.3785    -64.9691
      0.455      220.0      0.5770   -172.7310    -54.3496
      0.455      225.0      3.0304   -152.0662    -46.1350
      0.455      230.0      4.4118   -132.8499    -39.1072
      0.455      235.0      5.3619   -114.6050    -32.6800
      0.455      240.0      5.9654    -96.6838    -26.5908
      0.455      245.0      6.4466    -75.0849    -19.4190
      0.455      250.0      7.5286    -59.8735    -13.8638
      0.455      255.0      8.3565    -49.3074     -9.9531
      0.455      260.0      8.9771    -41.1583     -6.9492
      0.455      265.0      9.4875    -34.2631     -4.4175
      0.455      270.0      9.9612    -27.8259     -2.0558
      0.455      275.0     10.3784    -21.9203      0.0990
      0.455      280.0     10.7685    -16.2838      2.1501
      0.455      285.0     11.1290    -10.8386      4.1205
      0.455      290.0     11.4337     -5.6356      5.9763
      0.455      295.0     11.6685     -0.7666      7.6788
      0.455      300.0     11.8464      3.6607      9.2026
      0.455      305.0     11.9846      7.5264     10.5216
      0.455      310.0     12.0957     10.7600     11.6218
      0.455      315.0     12.0957     10.7600     11.6218
      0.455      320.0     12.2023     13.0125     12.4080
      0.455      325.0     12.2985     14.6157     12.9814
      0.455      330.0     12.3896     15.6902     13.3837
      0.455      335.0     12.4746     16.3758     13.6588
      0.455      340.0     12.5480     16.8042     13.8444
      0.455      345.0     12.6056     17.0739     13.9689
      0.455      350.0     12.6475     17.2477     14.0525
      0.455      355.0     12.6763     17.3627     14.1085
      0.455      360.0     12.6942     17.4381     14.1445
      0.455      365.0     12.7036     17.4808     14.1644
      0.455      370.0     12.7065     17.4911     14.1696
      0.455      375.0     12.7065     17.4911     14.1696
      0.455      380.0     12.7065     17.4911     14.1696
      0.455      385.0     12.7065     17.4911     14.1696
      0.455      390.0     12.7065     17.4911     14.1696
      0.455      395.0     12.7065     17.4911     14.1696
      0.455      400.0     12.7065     17.4910     14.1696
      0.460      200.0         NaN        -Inf        -Inf
      0.460      205.0         NaN        -Inf        -Inf
      0.460      210.0     -4.6624   -330.8391   -108.0136
      0.460      215.0     -3.1289   -211.0215    -69.0004
      0.460      220.0     -2.0429   -196.8082    -63.7587
      0.460      225.0      0.7953   -170.7303    -53.5673
      0.460      230.0      3.2046   -150.2753    -45.4491
      0.460      235.0      4.5754   -131.0746    -38.4334
      0.460      240.0      5.5346   -112.7708    -31.9815
      0.460      245.0      6.1055    -94.3941    -25.7700
      0.460      250.0      6.6655    -72.5688    -18.4730
      0.460      255.0      7.7674    -57.4452    -12.9321
      0.460      260.0      8.6656    -46.2807     -8.7840
      0.460      265.0      9.3206    -37.6078     -5.5908
      0.460      270.0      9.8271    -30.4914     -2.9916
      0.460      275.0     10.2537    -24.2932     -0.7377
      0.460      280.0     10.6392    -18.6045      1.3269
      0.460      285.0     11.0017    -13.1650      3.2968
      0.460      290.0     11.3264     -7.9240      5.1783
      0.460      295.0     11.5900     -2.9325      6.9391
      0.460      300.0     11.7892      1.7207      8.5490
      0.460      305.0     11.9412      5.9209      9.9833
      0.460      310.0     12.0619      9.5569     11.2175
      0.460      315.0     12.1625     12.5692     12.2405
      0.460      320.0     12.2513     14.9485     13.0548
      0.460      325.0     12.3339     16.7229     13.6733
      0.460      330.0     12.4145     17.9574     14.1192
      0.460      335.0     12.4936     18.7586     14.4268
      0.460      340.0     12.5660     19.2566     14.6338
      0.460      345.0     12.6251     19.5620     14.7707
      0.460      350.0     12.6690     19.7529     14.8610
      0.460      355.0     12.6991     19.8750     14.9201
      0.460      360.0     12.7176     19.9525     14.9572
      0.460      365.0     12.7176     19.9525     14.9572
      0.460      370.0     12.7176     19.9525     14.9572
      0.460      375.0     12.7176     19.9525     14.9572
      0.460      380.0     12.7176     19.9525     14.9572
      0.460      385.0     12.7176     19.9525     14.9572
      0.460      390.0     12.7176     19.9525     14.9572
      0.460      395.0     12.7176     19.9525     14.9572
      0.460      400.0     12.7176     19.9525     14.9572
      0.465      200.0         NaN        -Inf        -Inf
      0.465      205.0         NaN        -Inf        -Inf
      0.465      210.0         NaN        -Inf        -Inf
      0.465      215.0     -4.3300   -336.9110   -109.7123
      0.465      220.0     -2.9834   -208.6037    -68.1354
      0.465      225.0     -1.8771   -193.6401    -62.6421
      0.465      230.0      0.9056   -169.2582    -53.0259
      0.465      235.0      3.3283   -149.0143    -44.9655
      0.465      240.0      4.7242   -129.8587    -37.9471
      0.465      245.0      5.7097   -111.4345    -31.4391
      0.465      250.0      6.2639    -92.3797    -25.0241
      0.465      255.0      7.2897    -66.6552    -16.1751
      0.465      260.0      8.3801    -51.5479    -10.6471
      0.465      265.0      9.1230    -41.1583     -6.8502
      0.465      270.0      9.6801    -33.1064     -3.9202
      0.465      275.0     10.1382    -26.3736     -1.4754
      0.465      280.0     10.5372    -20.4433      0.6749
      0.465      285.0     10.9034    -14.9470      2.6654
      0.465      290.0     11.2382     -9.6956      4.5569
      0.465      295.0     11.5234     -4.6533      6.3485
      0.465      300.0     11.7443      0.1240      8.0125
      0.465      305.0     11.9101      4.5473      9.5269
      0.465      310.0     12.0392      8.4968     10.8662
