Star: J2038;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
=============================================================
      0.400      200.0      8.0528    -71.9069    -17.3195
      0.400      205.0      8.9344    -58.6485    -12.5199
      0.400      210.0      9.6208    -48.3939     -8.8047
      0.400      215.0     10.1655    -39.6871     -5.6763
      0.400      220.0     10.6300    -31.7884     -2.8580
      0.400      225.0     11.0472    -24.3531     -0.2184
      0.400      230.0     11.4354    -17.1835      2.3178
      0.400      235.0     11.8144    -10.1334      4.8099
      0.400      240.0     12.2006     -3.2548      7.2525
      0.400      245.0     12.5800      3.2477      9.5711
      0.400      250.0     12.9198      9.2786     11.7135
      0.400      255.0     13.2191     14.6926     13.6327
      0.400      260.0     13.4536     19.1958     15.2194
      0.400      265.0     13.6191     22.7202     16.4489
      0.400      270.0     13.7385     25.3897     17.3762
      0.400      275.0     13.8343     27.3599     18.0658
      0.400      280.0     13.9192     28.7586     18.5667
      0.400      285.0     13.9978     29.7032     18.9195
      0.400      290.0     14.0708     30.3160     19.1633
      0.400      295.0     14.1363     30.7094     19.3324
      0.400      300.0     14.1910     30.9604     19.4491
      0.400      305.0     14.2333     31.1210     19.5287
      0.400      310.0     14.2648     31.2290     19.5843
      0.400      315.0     14.2877     31.3047     19.6239
      0.400      320.0     14.3036     31.3582     19.6516
      0.400      325.0     14.3133     31.3926     19.6691
      0.400      330.0     14.3179     31.4084     19.6772
      0.400      335.0     14.3179     31.4084     19.6772
      0.400      340.0     14.3179     31.4084     19.6772
      0.400      345.0     14.3179     31.4084     19.6772
      0.400      350.0     14.3179     31.4083     19.6772
      0.400      355.0     14.3179     31.4083     19.6772
      0.400      360.0     14.3179     31.4083     19.6772
      0.400      365.0     14.3179     31.4083     19.6772
      0.400      370.0     14.3179     31.4083     19.6772
      0.400      375.0     14.3179     31.4083     19.6772
      0.400      380.0     14.3179     31.4083     19.6772
      0.400      385.0     14.3179     31.4082     19.6772
      0.400      390.0     14.3179     31.4082     19.6772
      0.400      395.0     14.3179     31.4082     19.6772
      0.400      400.0     14.3179     31.4082     19.6771
      0.405      200.0      7.3277    -86.4145    -22.4078
      0.405      205.0      8.2290    -68.5989    -16.1505
      0.405      210.0      9.0869    -55.9417    -11.5576
      0.405      215.0      9.7474    -46.0173     -7.9647
      0.405      220.0     10.2778    -37.5041     -4.9072
      0.405      225.0     10.7360    -29.7365     -2.1347
      0.405      230.0     11.1498    -22.4075      0.4691
      0.405      235.0     11.5365    -15.3196      2.9784
      0.405      240.0     11.9177     -8.3488      5.4469
      0.405      245.0     12.3062     -1.5830      7.8552
      0.405      250.0     12.6784      4.7751     10.1234
      0.405      255.0     13.0055     10.6444     12.2058
      0.405      260.0     13.2858     15.8518     14.0467
      0.405      265.0     13.5006     20.1503     15.5551
      0.405      270.0     13.6528     23.5113     16.7238
      0.405      275.0     13.7652     26.0591     17.6077
      0.405      280.0     13.8574     27.9377     18.2659
      0.405      285.0     13.9402     29.2682     18.7438
      0.405      290.0     14.0176     30.1649     19.0805
      0.405      295.0     14.0895     30.7482     19.3142
      0.405      300.0     14.1539     31.1247     19.4772
      0.405      305.0     14.2073     31.3663     19.5900
      0.405      310.0     14.2484     31.5227     19.6675
      0.405      315.0     14.2792     31.6289     19.7221
      0.405      320.0     14.3016     31.7038     19.7610
      0.405      325.0     14.3169     31.7565     19.7881
      0.405      330.0     14.3256     31.7884     19.8042
      0.405      335.0     14.3292     31.8002     19.8103
      0.405      340.0     14.3292     31.8002     19.8103
      0.405      345.0     14.3292     31.8002     19.8103
      0.405      350.0     14.3292     31.8002     19.8103
      0.405      355.0     14.3292     31.8002     19.8103
      0.405      360.0     14.3292     31.8002     19.8103
      0.405      365.0     14.3292     31.8002     19.8103
      0.405      370.0     14.3292     31.8001     19.8103
      0.405      375.0     14.3292     31.8001     19.8103
      0.405      380.0     14.3292     31.8001     19.8103
      0.405      385.0     14.3292     31.8001     19.8103
      0.405      390.0     14.3292     31.8001     19.8103
      0.405      395.0     14.3292     31.8000     19.8103
      0.405      400.0     14.3292     31.8000     19.8103
      0.410      200.0      7.1053   -103.2996    -27.9082
      0.410      205.0      7.4561    -82.2462    -20.9985
      0.410      210.0      8.4094    -65.3649    -15.0021
      0.410      215.0      9.2383    -53.2686    -10.6066
      0.410      220.0      9.8751    -43.6535     -7.1278
      0.410      225.0     10.3934    -35.3252     -4.1371
      0.410      230.0     10.8456    -27.6906     -1.4107
      0.410      235.0     11.2556    -20.4704      1.1561
      0.410      240.0     11.6409    -13.4663      3.6380
      0.410      245.0     12.0244     -6.5842      6.0799
      0.410      250.0     12.4129      0.0570      8.4489
      0.410      255.0     12.7750      6.2643     10.6622
      0.410      260.0     13.0871     11.9625     12.6803
      0.410      265.0     13.3476     16.9639     14.4424
      0.410      270.0     13.5439     21.0689     15.8769
      0.410      275.0     13.6846     24.2790     16.9900
      0.410      280.0     13.7909     26.7146     17.8343
      0.410      285.0     13.8801     28.5084     18.4634
      0.410      290.0     13.9612     29.7757     18.9202
      0.410      295.0     14.0373     30.6295     19.2425
      0.410      300.0     14.1083     31.1866     19.4672
      0.410      305.0     14.1716     31.5479     19.6247
      0.410      310.0     14.2237     31.7810     19.7339
      0.410      315.0     14.2639     31.9337     19.8096
      0.410      320.0     14.2939     32.0382     19.8631
      0.410      325.0     14.3154     32.1114     19.9009
      0.410      330.0     14.3292     32.1604     19.9258
      0.410      335.0     14.3370     32.1892     19.9402
      0.410      340.0     14.3397     32.1980     19.9448
      0.410      345.0     14.3397     32.1980     19.9448
      0.410      350.0     14.3397     32.1980     19.9448
      0.410      355.0     14.3397     32.1980     19.9448
      0.410      360.0     14.3397     32.1980     19.9448
      0.410      365.0     14.3397     32.1980     19.9448
      0.410      370.0     14.3397     32.1980     19.9448
      0.410      375.0     14.3397     32.1980     19.9448
      0.410      380.0     14.3397     32.1980     19.9448
      0.410      385.0     14.3397     32.1980     19.9448
      0.410      390.0     14.3397     32.1979     19.9448
      0.410      395.0     14.3397     32.1979     19.9448
      0.410      400.0     14.3397     32.1979     19.9448
      0.415      200.0      6.6047   -117.7943    -32.8398
      0.415      205.0      7.1882    -99.5782    -26.6714
      0.415      210.0      7.6230    -78.2182    -19.6076
      0.415      215.0      8.5937    -62.2299    -13.8823
