Star: CS31082;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
      0.415      220.0     10.2631    -57.2972    -11.1908
      0.415      225.0     10.8780    -47.9649     -7.8158
      0.415      230.0     11.3851    -39.8090     -4.8868
      0.415      235.0     11.8313    -32.3006     -2.2043
      0.415      240.0     12.2366    -25.1850      0.3259
      0.415      245.0     12.6207    -18.2722      2.7774
      0.415      250.0     13.0063    -11.5002      5.1853
      0.415      255.0     13.3918     -5.0068      7.5050
      0.415      260.0     13.7408      1.0355      9.6568
      0.415      265.0     14.0359      6.5502     11.6049
      0.415      270.0     14.2766     11.3489     13.2890
      0.415      275.0     14.4562     15.2750     14.6552
      0.415      280.0     14.5867     18.3503     15.7184
      0.415      285.0     14.6879     20.6885     16.5281
      0.415      290.0     14.7745     22.4100     17.1325
      0.415      295.0     14.8540     23.6249     17.5715
      0.415      300.0     14.9292     24.4418     17.8814
      0.415      305.0     14.9993     24.9764     18.0985
      0.415      310.0     15.0615     25.3240     18.2508
      0.415      315.0     15.1119     25.5450     18.3551
      0.415      320.0     15.1510     25.6929     18.4285
      0.415      325.0     15.1787     25.7891     18.4778
      0.415      330.0     15.1984     25.8573     18.5128
      0.415      335.0     15.2111     25.9034     18.5360
      0.415      340.0     15.2181     25.9292     18.5489
      0.415      345.0     15.2199     25.9351     18.5520
      0.415      350.0     15.2199     25.9351     18.5520
      0.415      355.0     15.2199     25.9351     18.5520
      0.415      360.0     15.2199     25.9351     18.5520
      0.415      365.0     15.2199     25.9351     18.5520
      0.415      370.0     15.2199     25.9351     18.5520
      0.415      375.0     15.2199     25.9350     18.5520
      0.415      380.0     15.2199     25.9350     18.5520
      0.415      385.0     15.2199     25.9350     18.5520
      0.415      390.0     15.2199     25.9350     18.5520
      0.415      395.0     15.2199     25.9350     18.5520
      0.415      400.0     15.2199     25.9350     18.5520
      0.420      200.0      6.7802   -139.9881    -39.7615
      0.420      205.0      7.6255   -120.9842    -33.1649
      0.420      210.0      8.1275   -102.2165    -26.8763
      0.420      215.0      8.6876    -80.9809    -19.7662
      0.420      220.0      9.6534    -65.8252    -14.3074
      0.420      225.0     10.4184    -54.6903    -10.2593
      0.420      230.0     11.0131    -45.6177     -6.9803
      0.420      235.0     11.5100    -37.6310     -4.1118
      0.420      240.0     11.9494    -30.2553     -1.4759
      0.420      245.0     12.3494    -23.2498      1.0158
      0.420      250.0     12.7325    -16.4311      3.4368
      0.420      255.0     13.1190     -9.7709      5.8099
      0.420      260.0     13.4984     -3.4220      8.0796
      0.420      265.0     13.8318      2.4602     10.1700
      0.420      270.0     14.1086      7.7929     12.0480
      0.420      275.0     14.3296     12.3968     13.6571
      0.420      280.0     14.4941     16.1556     14.9600
      0.420      285.0     14.6160     19.1036     15.9770
      0.420      290.0     14.7128     21.3469     16.7537
      0.420      295.0     14.7972     22.9971     17.3339
      0.420      300.0     14.8755     24.1574     17.7548
      0.420      305.0     14.9499     24.9370     18.0524
      0.420      310.0     15.0191     25.4383     18.2583
      0.420      315.0     15.0790     25.7531     18.3987
      0.420      320.0     15.1267     25.9548     18.4950
      0.420      325.0     15.1628     26.0887     18.5619
      0.420      330.0     15.1893     26.1814     18.6093
      0.420      335.0     15.2078     26.2466     18.6426
      0.420      340.0     15.2194     26.2900     18.6642
      0.420      345.0     15.2256     26.3126     18.6755
      0.420      350.0     15.2264     26.3154     18.6770
      0.420      355.0     15.2264     26.3154     18.6770
      0.420      360.0     15.2264     26.3154     18.6770
      0.420      365.0     15.2264     26.3154     18.6770
      0.420      370.0     15.2264     26.3154     18.6770
      0.420      375.0     15.2264     26.3154     18.6770
      0.420      380.0     15.2264     26.3154     18.6770
      0.420      385.0     15.2264     26.3153     18.6770
      0.420      390.0     15.2264     26.3153     18.6770
      0.420      395.0     15.2264     26.3153     18.6770
      0.420      400.0     15.2264     26.3153     18.6769
      0.425      200.0      5.7820   -157.6888    -46.0488
      0.425      205.0      6.9632   -136.5104    -38.5351
      0.425      210.0      7.7719   -117.5883    -31.9894
      0.425      215.0      8.1892    -98.0267    -25.5067
      0.425      220.0      8.8906    -77.2824    -18.4563
      0.425      225.0      9.8385    -62.8679    -13.2445
      0.425      230.0     10.5733    -52.1371     -9.3449
      0.425      235.0     11.1507    -43.2998     -6.1522
      0.425      240.0     11.6386    -35.4729     -3.3405
      0.425      245.0     12.0709    -28.2287     -0.7512
      0.425      250.0     12.4657    -21.3330      1.7022
      0.425      255.0     12.8482    -14.6142      4.0911
      0.425      260.0     13.2338     -8.0777      6.4244
      0.425      265.0     13.6032     -1.8819      8.6388
      0.425      270.0     13.9188      3.8352     10.6649
      0.425      275.0     14.1763      8.9844     12.4716
      0.425      280.0     14.3788     13.4039     14.0097
      0.425      285.0     14.5301     17.0087     15.2548
      0.425      290.0     14.6444     19.8417     16.2302
      0.425      295.0     14.7374     22.0000     16.9774
      0.425      300.0     14.8199     23.5842     17.5354
      0.425      305.0     14.8977     24.6693     17.9322
      0.425      310.0     14.9718     25.3764     18.2066
      0.425      315.0     15.0399     25.8326     18.3974
      0.425      320.0     15.0981     26.1259     18.5298
      0.425      325.0     15.1440     26.3163     18.6213
      0.425      330.0     15.1785     26.4442     18.6853
      0.425      335.0     15.2036     26.5329     18.7304
      0.425      340.0     15.2208     26.5949     18.7618
      0.425      345.0     15.2313     26.6349     18.7816
      0.425      350.0     15.2366     26.6539     18.7911
      0.425      355.0     15.2366     26.6539     18.7912
      0.425      360.0     15.2366     26.6539     18.7912
      0.425      365.0     15.2366     26.6539     18.7912
      0.425      370.0     15.2366     26.6539     18.7912
      0.425      375.0     15.2366     26.6539     18.7911
      0.425      380.0     15.2366     26.6539     18.7911
      0.425      385.0     15.2366     26.6539     18.7911
      0.425      390.0     15.2366     26.6538     18.7911
      0.425      395.0     15.2366     26.6538     18.7911
      0.425      400.0     15.2366     26.6538     18.7911
      0.430      200.0      4.2464   -177.0511    -53.2276
      0.430      205.0      6.0205   -154.2524    -44.7978
      0.430      210.0      7.1362   -133.1333    -37.3474
      0.430      215.0      7.9139   -114.2334    -30.8297
      0.430      220.0      8.2594    -93.7371    -24.0995
      0.430      225.0      9.0944    -73.7412    -17.1957
      0.430      230.0     10.0211    -59.9891    -12.2082
      0.430      235.0     10.7299    -49.6223     -8.4416
      0.430      240.0     11.2925    -41.0032     -5.3281
      0.430      245.0     11.7712    -33.3314     -2.5718
      0.430      250.0     12.1955    -26.2194     -0.0299
      0.430      255.0     12.5855    -19.4354      2.3849
      0.430      260.0     12.9671    -12.8251      4.7389
      0.430      265.0     13.3496     -6.4220      7.0278
      0.430      270.0     13.7056     -0.3857      9.1825
      0.430      275.0     14.0020      5.1633     11.1423
      0.430      280.0     14.2399     10.1313     12.8782
      0.430      285.0     14.4251     14.3771     14.3495
      0.430      290.0     14.5646     17.8406     15.5419
      0.430      295.0     14.6725     20.5655     16.4787
      0.430      300.0     14.7626     22.6369     17.1963
      0.430      305.0     14.8449     24.0999     17.7159
      0.430      310.0     14.9227     25.1024     18.0864
      0.430      315.0     14.9967     25.7612     18.3454
      0.430      320.0     15.0638     26.1866     18.5258
      0.430      325.0     15.1203     26.4618     18.6513
      0.430      330.0     15.1643     26.6415     18.7382
      0.430      335.0     15.1972     26.7626     18.7989
      0.430      340.0     15.2207     26.8469     18.8416
      0.430      345.0     15.2365     26.9051     18.8707
      0.430      350.0     15.2457     26.9411     18.8883
      0.430      355.0     15.2499     26.9556     18.8958
      0.430      360.0     15.2499     26.9556     18.8958
      0.430      365.0     15.2499     26.9556     18.8958
      0.430      370.0     15.2499     26.9556     18.8958
      0.430      375.0     15.2499     26.9556     18.8958
      0.430      380.0     15.2499     26.9556     18.8958
      0.430      385.0     15.2499     26.9555     18.8958
      0.430      390.0     15.2499     26.9555     18.8958
      0.430      395.0     15.2499     26.9555     18.8958
      0.430      400.0     15.2499     26.9555     18.8958
      0.435      200.0      1.5611   -200.6828    -62.5399
      0.435      205.0      4.5745   -173.6227    -51.9183
      0.435      210.0      6.2509   -150.8901    -43.5758
      0.435      215.0      7.3047   -129.8503    -36.1925
      0.435      220.0      8.0520   -110.9190    -29.6856
      0.435      225.0      8.3561    -89.4979    -22.6904
      0.435      230.0      9.2963    -70.3652    -15.9887
      0.435      235.0     10.2010    -57.1997    -11.2021
      0.435      240.0     10.8876    -47.1527     -7.5519
      0.435      245.0     11.4374    -38.7309     -4.5096
      0.435      250.0     11.9072    -31.2072     -1.8063
      0.435      255.0     12.3234    -24.2250      0.6891
      0.435      260.0     12.7091    -17.5556      3.0645
      0.435      265.0     13.0891    -11.0634      5.3800
      0.435      270.0     13.4648     -4.8054      7.6183
      0.435      275.0     13.8044      1.0673      9.7100
      0.435      280.0     14.0808      6.4472     11.6027
      0.435      285.0     14.2998     11.2394     13.2701
      0.435      290.0     14.4695     15.3246     14.6800
      0.435      295.0     14.6004     18.6402     15.8196
