Star: J0954;    Mass table: ws4
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
=============================================================
      0.400      200.0      4.5359   -127.0687    -37.1908
      0.400      205.0      5.5386   -111.2412    -31.4940
      0.400      210.0      6.4984    -96.4778    -26.1636
      0.400      215.0      7.3863    -82.3523    -21.0843
      0.400      220.0      8.1775    -68.5072    -16.1593
      0.400      225.0      8.8971    -54.8115    -11.3304
      0.400      230.0      9.5581    -41.0217     -6.5115
      0.400      235.0     10.3336    -28.9845     -2.1702
      0.400      240.0     10.9380    -19.4290      1.2684
      0.400      245.0     11.3507    -11.7544      3.9808
      0.400      250.0     11.6662     -5.4974      6.1779
      0.400      255.0     11.9326     -0.3842      7.9792
      0.400      260.0     12.1612      3.7665      9.4499
      0.400      265.0     12.3555      7.0989     10.6379
      0.400      270.0     12.5208      9.7398     11.5871
      0.400      275.0     12.6623     11.8070     12.3382
      0.400      280.0     12.7845     13.4215     12.9329
      0.400      285.0     12.8950     14.6603     13.4005
      0.400      290.0     12.9750     15.5085     13.7236
      0.400      295.0     13.0288     16.0829     13.9422
      0.400      300.0     13.0707     16.5006     14.1030
      0.400      305.0     13.1051     16.8113     14.2249
      0.400      310.0     13.1326     17.0316     14.3133
      0.400      315.0     13.1524     17.1718     14.3712
      0.400      320.0     13.1645     17.2487     14.4038
      0.400      325.0     13.1703     17.2837     14.4188
      0.400      330.0     13.1727     17.2981     14.4250
      0.400      335.0     13.1734     17.3016     14.4265
      0.400      340.0     13.1734     17.3016     14.4265
      0.400      345.0     13.1734     17.3016     14.4265
      0.400      350.0     13.1734     17.3016     14.4265
      0.400      355.0     13.1734     17.3016     14.4265
      0.400      360.0     13.1734     17.3016     14.4265
      0.400      365.0     13.1734     17.3016     14.4265
      0.400      370.0     13.1734     17.3016     14.4265
      0.400      375.0     13.1734     17.3016     14.4265
      0.400      380.0     13.1734     17.3016     14.4265
      0.400      385.0     13.1733     17.3016     14.4265
      0.400      390.0     13.1733     17.3016     14.4265
      0.400      395.0     13.1733     17.3016     14.4265
      0.400      400.0     13.1733     17.3016     14.4265
      0.405      200.0      3.5302   -141.5468    -42.4619
      0.405      205.0      4.6574   -124.1650    -36.1880
      0.405      210.0      5.6924   -108.4844    -30.5159
      0.405      215.0      6.6638    -93.8728    -25.2258
      0.405      220.0      7.5376    -79.8501    -20.1885
      0.405      225.0      8.3056    -66.0889    -15.3060
      0.405      230.0      9.0146    -52.4488    -10.5019
      0.405      235.0      9.6842    -38.8052     -5.7234
      0.405      240.0     10.4464    -27.1727     -1.5194
      0.405      245.0     11.0156    -17.9469      1.7908
      0.405      250.0     11.4093    -10.5160      4.4131
      0.405      255.0     11.7175     -4.4478      6.5454
