Star: CS29497;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
=============================================================
      0.400      200.0     11.1048    -60.6955    -11.6963
      0.400      205.0     11.9864    -48.6784     -7.2895
      0.400      210.0     12.6728    -39.5472     -3.9296
      0.400      215.0     13.2175    -31.9044     -1.1377
      0.400      220.0     13.6820    -25.0451      1.3515
      0.400      225.0     14.0992    -18.6324      3.6670
      0.400      230.0     14.4874    -12.4501      5.8899
      0.400      235.0     14.8664     -6.2971      8.0972
      0.400      240.0     15.2526     -0.1584     10.3048
      0.400      245.0     15.6320      5.7910     12.4478
      0.400      250.0     15.9718     11.4429     14.4697
      0.400      255.0     16.2711     16.6152     16.3120
      0.400      260.0     16.5056     20.9774     17.8537
      0.400      265.0     16.6711     24.4312     19.0606
      0.400      270.0     16.7905     27.0761     19.9799
      0.400      275.0     16.8863     29.0483     20.6700
      0.400      280.0     16.9712     30.4616     21.1755
      0.400      285.0     17.0498     31.4238     21.5338
      0.400      290.0     17.1228     32.0523     21.7825
      0.400      295.0     17.1883     32.4575     21.9555
      0.400      300.0     17.2430     32.7169     22.0748
      0.400      305.0     17.2853     32.8832     22.1562
      0.400      310.0     17.3168     32.9952     22.2131
      0.400      315.0     17.3397     33.0741     22.2536
      0.400      320.0     17.3556     33.1299     22.2821
      0.400      325.0     17.3653     33.1660     22.3001
      0.400      330.0     17.3699     33.1825     22.3085
      0.400      335.0     17.3699     33.1825     22.3085
      0.400      340.0     17.3699     33.1825     22.3085
      0.400      345.0     17.3699     33.1825     22.3085
      0.400      350.0     17.3699     33.1825     22.3085
      0.400      355.0     17.3699     33.1825     22.3085
      0.400      360.0     17.3699     33.1825     22.3085
      0.400      365.0     17.3699     33.1825     22.3085
      0.400      370.0     17.3699     33.1825     22.3085
      0.400      375.0     17.3699     33.1825     22.3085
      0.400      380.0     17.3699     33.1825     22.3085
      0.400      385.0     17.3699     33.1825     22.3085
      0.400      390.0     17.3699     33.1825     22.3085
      0.400      395.0     17.3699     33.1825     22.3085
      0.400      400.0     17.3699     33.1825     22.3085
      0.405      200.0     10.3797    -73.9303    -16.3830
      0.405      205.0     11.2810    -57.5258    -10.5722
      0.405      210.0     12.1389    -46.0961     -6.3676
      0.405      215.0     12.7994    -37.2901     -3.1284
      0.405      220.0     13.3298    -29.8420     -0.4079
      0.405      225.0     13.7880    -23.1166      2.0346
      0.405      230.0     14.2018    -16.8102      4.3142
      0.405      235.0     14.5885    -10.7013      6.5127
      0.405      240.0     14.9697     -4.6061      8.7032
      0.405      245.0     15.3582      1.4494     10.8860
      0.405      250.0     15.7304      7.2841     12.9878
      0.405      255.0     16.0575     12.7988     14.9576
      0.405      260.0     16.3378     17.7828     16.7274
      0.405      265.0     16.5526     21.9531     18.1948
      0.405      270.0     16.7048     25.2518     19.3436
      0.405      275.0     16.8172     27.7800     20.2211
      0.405      280.0     16.9094     29.6631     20.8805
      0.405      285.0     16.9922     31.0089     21.3632
      0.405      290.0     17.0696     31.9232     21.7055
      0.405      295.0     17.1415     32.5217     21.9440
      0.405      300.0     17.2059     32.9098     22.1107
      0.405      305.0     17.2593     33.1595     22.2261
      0.405      310.0     17.3004     33.3216     22.3054
      0.405      315.0     17.3312     33.4319     22.3612
      0.405      320.0     17.3536     33.5099     22.4012
      0.405      325.0     17.3689     33.5650     22.4290
      0.405      330.0     17.3776     33.5987     22.4456
      0.405      335.0     17.3812     33.6110     22.4520
      0.405      340.0     17.3812     33.6110     22.4520
      0.405      345.0     17.3812     33.6110     22.4520
      0.405      350.0     17.3812     33.6110     22.4520
      0.405      355.0     17.3812     33.6110     22.4520
      0.405      360.0     17.3812     33.6110     22.4520
      0.405      365.0     17.3812     33.6110     22.4520
      0.405      370.0     17.3812     33.6110     22.4520
      0.405      375.0     17.3812     33.6110     22.4520
      0.405      380.0     17.3812     33.6110     22.4520
      0.405      385.0     17.3812     33.6110     22.4520
      0.405      390.0     17.3812     33.6110     22.4520
      0.405      395.0     17.3812     33.6110     22.4520
      0.405      400.0     17.3812     33.6110     22.4520
      0.410      200.0     10.1573    -89.3267    -21.4133
      0.410      205.0     10.5081    -69.9235    -15.0260
      0.410      210.0     11.4614    -54.4298     -9.4686
      0.410      215.0     12.2903    -43.5475     -5.4571
      0.410      220.0     12.9271    -35.0463     -2.3306
      0.410      225.0     13.4454    -27.7837      0.3230
      0.410      230.0     13.8976    -21.1927      2.7188
      0.410      235.0     14.3076    -14.9927      4.9620
      0.410      240.0     14.6929     -8.9558      7.1368
