291	1.2140882208498174e-08
292	1.0244668309907504e-07
293	5.503363772682354e-08
294	1.2317626400996478e-07
295	7.23511525322337e-08
296	6.375425040160424e-08
297	3.6213133804732037e-08
298	5.586833428860501e-08
299	8.76926326325659e-09
300	5.414249203030569e-09
301	2.2811848684476038e-07
302	1.55110293724362e-07
303	1.5733219422828508e-07
304	1.5964310823820852e-07
305	8.403059123892272e-08
306	1.34076722444984e-07
307	7.512620492095566e-08
308	4.9325762973252845e-08
309	6.169245537080263e-08
310	5.744120292653744e-08
311	4.222482984968354e-08
312	3.870005777128212e-08
313	2.7748919402741333e-08
314	2.586143269813527e-08
315	3.5577372735181037e-08
316	2.6781395986137274e-08
317	2.613752401536741e-08
318	4.08162174792177e-08
319	2.8374188783393516e-08
320	3.621727998576668e-08
321	1.9447969993597056e-08
322	2.5104909221735666e-08
323	4.086810072952062e-08
324	3.9286689700446e-08
325	1.1714446718290287e-08
326	2.3873128343979894e-08
327	3.812970094619984e-08
328	2.864879552086532e-08
329	3.40148569719103e-08
330	7.915809016464565e-09
331	2.6764683983541158e-08
332	2.7072471090406785e-08
333	6.318404299962902e-09
334	5.241146210521096e-09
335	2.9723627615154575e-09
336	1.7611759236914624e-08
337	2.6805658593227987e-08
